Unique Bond No,URN,Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations,Issue Branch Code,Issue Teller,Status
OC10330,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10268,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10360,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10362,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10340,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10344,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC10346,00001202207010000002439,2022-07-01,2022-07-01,2022-07-15,ESSEL MINING AND INDS LTD,10000000,1,6405134,Paid
OC11714,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11702,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11716,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11734,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11740,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11720,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11706,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11732,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11710,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11730,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11728,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11726,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11708,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11718,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11738,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11704,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11736,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11722,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11712,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC11724,00691202207010000002441,2022-07-01,2022-07-01,2022-07-15,JINDAL STAINLESS LTD,10000000,691,5972302,Paid
OC10266,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10248,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10254,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10256,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10246,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10250,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10258,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10252,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10262,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10264,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10244,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC10260,00001202207010000002438,2022-07-01,2022-07-01,2022-07-15,MKJ ENTERPRISES LIMITED,10000000,1,6405134,Paid
OC12074,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12080,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12088,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12092,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12084,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12086,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12090,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12096,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12094,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12078,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12082,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
OC12076,00847202207010000002442,2022-07-01,2022-07-01,2022-07-15,NATCO PHARMA LIMITED,10000000,847,3394387,Paid
TL14740,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14801,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14710,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14500,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14712,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14718,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14498,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14726,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14714,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14748,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14746,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14734,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14744,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14750,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14720,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14716,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14722,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14803,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14728,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14492,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14708,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14736,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14494,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14732,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14738,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14742,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14730,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14724,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14706,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
TL14496,00001202207010000002445,2022-07-01,2022-07-01,2022-07-15,TRANSWAYS EXIM PVT LTD,1000000,1,6405134,Paid
OC12081,00847202207020000002448,2022-07-02,2022-07-02,2022-07-16,AUROBINDO PHARMA LIMITED,10000000,847,3394387,Paid
TL7593,00847202207020000002448,2022-07-02,2022-07-02,2022-07-16,AUROBINDO PHARMA LIMITED,1000000,847,3394387,Paid
TL7599,00847202207020000002448,2022-07-02,2022-07-02,2022-07-16,AUROBINDO PHARMA LIMITED,1000000,847,3394387,Paid
TL7595,00847202207020000002448,2022-07-02,2022-07-02,2022-07-16,AUROBINDO PHARMA LIMITED,1000000,847,3394387,Paid
TL7597,00847202207020000002448,2022-07-02,2022-07-02,2022-07-16,AUROBINDO PHARMA LIMITED,1000000,847,3394387,Paid
TL7301,00847202207020000002448,2022-07-02,2022-07-02,2022-07-16,AUROBINDO PHARMA LIMITED,1000000,847,3394387,Paid
OC12077,00847202207020000002446,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12075,00847202207020000002446,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12073,00847202207020000002446,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12079,00847202207020000002447,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12083,00847202207020000002447,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12095,00847202207020000002447,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12091,00847202207020000002447,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC12087,00847202207020000002447,2022-07-02,2022-07-02,2022-07-16,GREENKO ENERGY PROJECTS PRIVATE LTD,10000000,847,3394387,Paid
OC11754,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11774,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11772,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11746,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11788,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11768,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11758,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11760,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11778,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11764,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11784,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11776,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11748,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11786,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11766,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11790,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11780,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11744,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11752,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11770,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11756,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11742,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11750,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11762,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC11782,00691202207020000002449,2022-07-02,2022-07-02,2022-07-16,VEDANTA LIMITED,10000000,691,5972302,Paid
OC10273,00001202207040000002450,2022-07-04,2022-07-04,2022-07-18,PRB SECURITIES PVT LTD,10000000,1,6405134,Paid
OT5029,00001202207040000002451,2022-07-04,2022-07-04,2022-07-18,RITESH AGARWAL,1000,1,6405134,Expired
OT5026,00001202207040000002451,2022-07-04,2022-07-04,2022-07-18,RITESH AGARWAL,1000,1,6405134,Expired
OT5031,00001202207040000002451,2022-07-04,2022-07-04,2022-07-18,RITESH AGARWAL,1000,1,6405134,Expired
OT5024,00001202207040000002451,2022-07-04,2022-07-04,2022-07-18,RITESH AGARWAL,1000,1,6405134,Expired
OT5033,00001202207040000002451,2022-07-04,2022-07-04,2022-07-18,RITESH AGARWAL,1000,1,6405134,Expired
OC10337,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10343,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10341,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10335,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10333,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10331,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10339,00001202207050000002455,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10299,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10327,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10291,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10289,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10293,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10329,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10297,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10287,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10295,00001202207050000002456,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10285,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10281,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10321,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10279,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10283,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10319,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10325,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10277,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC10323,00001202207050000002457,2022-07-05,2022-07-05,2022-07-19,HALDIA ENERGY LIMITED,10000000,1,6405134,Paid
OC12127,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12137,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12107,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12097,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12089,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12135,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12121,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12125,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12129,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12115,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12093,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12101,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12113,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12111,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12085,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12105,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12109,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12119,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12139,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12123,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12133,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12117,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12099,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12131,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC12103,00847202207050000002461,2022-07-05,2022-07-05,2022-07-19,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,10000000,847,3394387,Paid
OC10301,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10315,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10313,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10275,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10303,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10311,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10305,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10307,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10317,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
OC10309,00001202207050000002460,2022-07-05,2022-07-05,2022-07-19,PCBL LIMITED,10000000,1,6405134,Paid
